"Application Vendor","Website","Payment Application","Version Number","Application Type","Target Market","Reference Number","Validated According To","Deployment Notes","Revalidate Date","Expiry Date","Validated by PA-QSA","Description"
"NCR Corporation","www.ncr.com","NCR Venue Manager","2.0.2","POS Suite/General","Hospitality Venues requiring multiple levels of POS functionality","12-01.00115.045.baa","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","8 Jan 2016","28 Oct 2016","Coalfire Systems, Inc","Quest Manager is a back office solution that supports multiple types of POS devices including Quest POS terminals, handheld (walkabout) devices and a Quest POS suite terminal. The most common implementation is 3-4 servers on a local private network with a POS server, COM server, DB server and sometimes a Manager workstation. For smaller customers it can be installed all on a single server. It is a modular application; the full implementation is Quest Venue Manager (QVM). Removing specific modules, such as Suites, they can deploy as Quest Hospitality Manager for customers that don't require certain functions. One module passes all credit card information to Protobase which is then responsible for all communication to the credit processor."
"NCR Corporation","www.ncr.com","NCR Venue Manager","2.0.3","POS Suite/General","Hospitality Venues requiring multiple levels of POS functionality","14-01.00115.068","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","26 Sep 2015","28 Oct 2016","Coalfire Systems, Inc","NCR Venue Manager is a back office solution that supports multiple types of POS devices including Quest POS terminals, handheld (walkabout) devices and a Quest POS suite terminal. The most common implementation is 3-4 servers on a local private network with a POS server, COM server, DB server and sometimes a Manager workstation. For smaller customers it can be installed all on a single server. It is a modular application; the full implementation is NCR Venue Manager. Removing specific modules, such as Suites, they can deploy as Hospitality Manager for customers that don't require certain functions. One module passes all credit card information to Protobase which is then responsible for all communication to the credit processor. Note: This application has been validated for optional use with only the following tablets  Handheld (Walkabout), QS710A, QM710A, vendor modified Android Tablets (NCR TouchPOS) and T1000 (NCR TouchPOS) - that have been constrained by NCR Corporation with the single function of payment and are only to be distributed as bundled with the application by NCR Corporation. Use of any other tablet or mobile-like devices has not been validated for PA-DSS at this time, and such use should be discussed with the acquirer to determine any impact to compliance."
"NCR Corporation","www.ncr.com","NCR Venue Manager","2.10","POS Suite/General","Hospitality Venues requiring multiple levels of POS functionality","14-02.00115.074","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","2 Feb 2016","28 Oct 2016","Coalfire Systems, Inc","NCR Venue Manager is a back office solution that supports multiple types of POS devices including ROM POS terminals (QS710, QS710A &amp; Q1515, handheld Symbol (Walkabout) devices (*PA-DSS Category II mobile devices that are purpose built for Radiant Quest), Windows/Android based tablets (NCR TouchPOS) and a purpose built T1000 Android POS terminal (NCR TouchPOS), along with providing a turnkey solution for Hospitality Venues."
"NCR Corporation","www.ncr.com","NCR Venue Manager","2.18","POS Suite/General","Hospitality Venues requiring multiple levels of POS functionality","14-02.00115.074.aaa","PA-DSS v2.0","Acceptable only for Pre-Existing Deployments","28 Oct 2016","28 Oct 2016","Coalfire Systems, Inc","NCR Venue Manager is a back office solution that supports multiple types of POS devices including ROM POS terminals (QS710, QS710A &amp; Q1515, handheld Symbol (Walkabout) devices (*PA-DSS Category II mobile devices that are purpose built for Radiant Quest), Windows/Android based tablets (NCR TouchPOS) and a purpose built T1000 Android POS terminal (NCR TouchPOS), along with providing a turnkey solution for Hospitality Venues."
"NCR Corporation","www.ncr.com","NCR Venue Manager","2.29.x","POS Suite/General","Hospitality venues","16-01.00115.091","PA-DSS v3.1","Acceptable only for Pre-Existing Deployments","25 Aug 2017","28 Oct 2019","Coalfire Systems, Inc","NCR Venue Manager is a back office solution that supports multiple types of POS devices including Quest POS terminals, handheld (walkabout) devices and a Quest POS suite terminal. The most common implementation is 3-4 servers on a local private network with a POS server, COM server, DB server and sometimes a Manager workstation. For smaller customers it can be installed all on a single server. It is a modular application; the full implementation is NCR Venue Manager. Removing specific modules, such as Suites, they can deploy as Hospitality Manager for customers that don't require certain functions. One module passes all credit card information to Protobase which is then responsible for all communication to the credit processor."
"NCR Corporation","www.ncr.com","NCR Venue Manager","2.30.x","POS Suite/General","Hospitality venues","16-01.00115.091.aaa","PA-DSS v3.1","Acceptable for New Deployments","23 Mar 2019","28 Oct 2019","Coalfire Systems, Inc","NCR Venue Manager is a back office solution that supports multiple types of POS devices including Quest POS terminals, handheld (walkabout) devices and a Quest POS suite terminal. The most common implementation is 3-4 servers on a local private network with a POS server, COM server, DB server and sometimes a Manager workstation. For smaller customers it can be installed all on a single server. It is a modular application; the full implementation is NCR Venue Manager. Removing specific modules, such as Suites, they can deploy as Hospitality Manager for customers that don't require certain functions. One module passes all credit card information to Protobase which is then responsible for all communication to the credit processor."
"NCR Corporation","www.ncr.com","OpenEPS XPI","828.*","Payment Middleware","Grocery, Retail","16-02.00115.095","PA-DSS v3.2","Acceptable for New Deployments","27 Jan 2019","28 Oct 2022","Coalfire Systems, Inc","OpenEPS XPI is an electronic payments software package that integrates to a variety of payments hosts, terminal hardware and POS systems."
"NCR Corporation","www.ncr.com","OpenEPS","829.*","Payment Middleware","Retail","15-02.00115.078","PA-DSS v3.1","Acceptable for New Deployments","4 Dec 2018","28 Oct 2019","Coalfire Systems, Inc","OpenEPS is an electronic payments software package that integrates to a variety of payments hosts, terminal hardware and POS systems."
"NCR Corporation","www.ncr.com","OpenEPS","831.1.*","Payment Middleware","Retail, Processors, Small/Medium Merchants, Brick and Mortar Merchants","17-02.00115.110","PA-DSS v3.2","Acceptable for New Deployments","8 Dec 2018","28 Oct 2022","Coalfire Systems, Inc","OpenEPS is an electronic payments software package that integrates to a variety of payments hosts, terminal hardware and POS systems."
"NCR Corporation","www.ncr.com","OpenEPS","830.1.*","Payment Middleware","Retail, Processors, Small/medium merchants, Brick and Mortar Merchants","17-02.00115.111","PA-DSS v3.2","Acceptable for New Deployments","1 Feb 2019","28 Oct 2022","Coalfire Systems, Inc","OpenEPS is an electronic payments software package that integrates to a variety of payments hosts, terminal hardware and POS systems."
"NCR Corporation","www.ncr.com","Orderman Communicator","2.6","Payment Middleware","","11-02.00115.043","PA-DSS v1.2","Acceptable only for Pre-Existing Deployments","17 Jan 2013","28 Oct 2013","SRC Security Research &amp; Consulting GmbH","The Orderman Communicator (OC) application is middleware, operating between Aloha Suite software and the MAX 2Plus handheld devices. These handheld devices are used by wait staff to take orders and accept payments."
"NCR Corporation","www.ncr.com","QSR POS Suite","71.00011.0115","POS Suite/General","Theatre &amp; entertainment, for POS, kiosks, IVR, 3rd party web vendors","08-01.00115.008","PABP 1.3","Acceptable only for Pre-Existing Deployments","1 Nov 2009","2 Jun 2010","Trustwave Holdings, Inc.","Payment solution for quick service restaurants"
"NCR Corporation","www.ncr.com","Quest Manager","1.5","POS Face-to-Face/POI","Hospitality","09-08.00115.018","PA-DSS v1.2","Acceptable only for Pre-Existing Deployments","17 Jul 2010","28 Oct 2013","Coalfire Systems, Inc","Quest Manager is a back office solution that supports multiple types of POS devices including Quest POS terminals, handheld (walkabout) devices and a Quest POS suite terminal. The most common implementation is 3-4 servers on a local private network with a POS server, COM server, DB server and sometimes a Manager workstation. For smaller customers it can be installed all on a single server. It is a modular application; the full implementation is Quest Venue Manager (QVM). Removing specific modules, such as Suites, they can deploy as Quest Hospitality Manager for customers that don't require certain functions. One module passes all credit card information to Protobase which is then responsible for all communication to the credit processor."
